"PERMAID","DAYID","USECROSSWALK","USEROAD","NS","EW"
"5167","6","0","0","0","0"
"5168","7","0","0","1","1"
"5169","8","0","0","0","0"
"5170","9","0","0","0","1"
"5171","10","0","0","1","1"
"5172","11","0","0","0","1"
"5173","12","0","0","0","1"
"5174","13","0","0","0","0"
"5175","14","0","0","0","0"
"5176","15","0","0","0","0"
"5177","16","0","0","0","1"
"5179","18","0","0","0","0"
"5180","19","0","0","1","1"
"5181","20","0","0","1","1"
"5183","22","0","0","0","1"
"5184","23","0","0","0","1"
"5185","24","0","0","0","0"
"5186","25","0","0","0","0"
"5187","26","0","0","0","0"
"5188","27","0","0","0","0"
"5189","28","0","0","0","0"
"5190","29","0","0","0","0"
"5191","30","0","0","0","1"
"5192","31","0","0","0","1"
"5193","32","0","0","0","1"
"5194","33","0","0","1","1"
"5195","34","1","1","0","1"
"5196","35","0","0","1","1"
"5197","36","0","0","0","1"
"5198","37","0","0","0","1"
"5199","38","0","0","1","0"
"5200","39","0","0","0","0"
"5201","40","0","1","1","1"
"5202","41","1","1","0","1"
"5203","42","0","0","1","1"
"5204","43","0","0","1","0"
"5205","44","0","1","0","1"
"5206","45","0","0","1","1"
"5207","46","0","0","1","1"
"5208","47","0","0","0","0"
"5209","48","0","0","0","0"
"5210","49","0","1","0","1"
"5211","50","0","0","0","1"
"5212","51","0","0","0","1"
"5213","52","1","1","0","1"
"5214","53","0","0","0","1"
"5215","54","0","0","1","0"
"5216","55","0","0","0","1"
"5217","56","0","0","0","0"
"5218","57","0","1","1","1"
"5219","58","0","1","0","1"
"5220","59","0","0","0","0"
"5221","60","0","0","0","1"
"5222","61","1","1","0","1"
"5223","62","0","0","0","1"
"5224","63","1","1","0","1"
"5225","64","0","0","0","0"
"5226","65","0","1","0","1"
"5227","66","0","0","0","1"
"5228","67","0","0","0","0"
"5229","68","0","1","1","1"
"5230","69","0","0","1","1"
"5231","70","0","0","0","1"
"5232","71","0","0","0","1"
"5233","72","1","1","0","1"
"5234","73","0","1","1","0"
"5235","74","0","0","0","1"
"5236","75","1","1","0","1"
"5237","76","0","0","0","1"
"5238","77","0","0","0","1"
"5239","78","0","0","1","0"
"5240","79","0","0","1","1"
"5241","80","0","0","1","1"
"5242","81","0","0","1","0"
"5243","82","0","0","1","0"
"5244","83","1","1","1","1"
"5245","84","0","0","1","1"
"5246","85","0","0","0","1"
"5247","86","0","0","1","0"
"5248","87","0","0","0","1"
"5249","88","0","1","1","0"
"5250","89","0","1","0","1"
"5251","90","1","1","1","0"
"5252","91","0","0","0","0"
"5253","92","0","0","1","0"
"5254","93","0","0","1","0"
"5255","94","0","0","0","1"
"5256","95","0","1","1","0"
"5257","96","1","1","1","0"
"5258","97","0","0","1","0"
"5259","98","0","0","1","0"
"5260","99","0","0","1","0"
"5261","100","0","1","1","0"
"5262","101","1","1","1","0"
"5263","102","1","1","0","1"
"5264","103","0","0","0","1"
"5265","104","0","0","1","0"
"5266","105","0","0","1","0"
"5267","106","0","1","1","0"
"5268","107","0","0","1","0"
"5269","108","0","0","1","0"
"5270","109","0","0","1","0"
"5271","110","0","0","1","0"
"5272","111","0","0","0","0"
"5273","112","0","0","0","1"
"5274","113","1","1","1","0"
"5275","114","0","1","1","0"
"5276","115","0","0","0","0"
"5277","116","0","0","0","0"
"5278","117","1","1","0","1"
"5279","118","0","0","0","1"
"5280","119","0","0","0","0"
"5281","120","0","0","0","1"
"5282","121","0","0","1","1"
"5283","122","1","1","1","1"
"5284","123","1","1","1","1"
"5285","124","0","0","0","0"
"5286","125","0","0","0","0"
"5289","128","0","0","1","1"
"5290","129","0","0","1","1"
"5291","130","0","0","1","0"
"5292","131","1","1","0","0"
"5293","132","0","1","1","1"
"5294","133","0","0","1","1"
"5295","134","0","0","0","0"
"5296","135","0","1","0","1"
"5297","136","0","1","0","1"
"5298","137","0","1","0","1"
"5299","138","0","1","1","0"
"5300","139","1","1","1","0"
"5301","140","0","0","1","1"
"5302","141","0","0","1","1"
"5303","142","0","1","0","0"
"5304","143","0","0","1","1"
"5305","144","0","0","0","1"
"5306","145","1","1","0","0"
"5307","146","0","0","0","1"
"5308","147","0","0","0","0"
"5309","148","0","0","0","0"
"5310","149","0","0","0","0"
"5311","150","0","1","1","1"
"5312","151","0","0","1","1"
"5313","152","0","0","0","1"
"5314","153","0","0","0","0"
"5315","154","0","0","0","0"
"5316","155","0","0","0","0"
"5317","156","0","0","0","0"
"5318","157","0","0","0","0"
"5319","158","0","1","1","1"
"5320","159","0","1","0","1"
"5321","160","0","0","0","1"
"5322","161","0","0","0","1"
"5323","162","0","0","1","1"
"5324","163","0","0","0","0"
"5325","164","0","0","1","0"
"5326","165","0","0","0","1"
"5327","166","0","0","0","1"
"5328","167","1","1","0","0"
"5329","168","0","0","0","0"
"5330","169","0","0","0","0"
"5331","170","0","0","1","0"
"5332","171","0","0","1","0"
"5333","172","0","0","0","0"
"5334","173","0","0","1","1"
"5335","174","1","1","0","0"
"5336","175","0","0","1","1"
"5337","176","0","0","1","0"
"5338","177","0","0","1","1"
"5339","178","0","0","1","1"
"5340","179","1","1","0","0"
"5341","180","0","1","1","1"
"5342","181","1","1","1","0"
"5343","182","0","1","0","1"
"5344","183","1","1","1","0"
"5345","184","0","0","0","0"
"5346","185","0","0","0","1"
"5347","186","0","0","1","1"
"5348","187","0","0","0","0"
"5349","188","0","0","0","0"
"5350","189","0","0","0","1"
"5351","190","0","0","1","0"
"5352","191","0","0","0","1"
"5354","193","0","0","1","0"
"5355","194","1","1","0","0"
"5356","195","0","0","1","0"
"5357","196","0","0","1","0"
"5358","197","0","0","0","0"
"5360","199","0","0","1","0"
"5361","200","0","0","1","0"
"5362","201","0","0","1","1"
"5363","202","0","0","0","0"
"5364","203","0","0","0","0"
"5365","204","0","0","1","1"
"5366","205","0","0","0","0"
"5367","206","0","0","0","0"
"5368","207","1","1","1","0"
"5369","1","0","0","0","0"
"5370","2","0","0","0","0"
"5371","3","0","0","1","1"
"5372","4","0","0","0","0"
"5373","5","0","0","0","0"
"5374","6","0","1","0","1"
"5375","7","0","0","0","1"
"5376","8","0","0","0","0"
"5377","9","0","1","0","1"
"5378","10","0","0","0","1"
"5379","11","0","0","0","0"
"5380","12","0","0","1","1"
"5381","13","0","0","1","0"
"5382","14","0","0","0","1"
"5383","15","0","0","1","0"
"5384","16","0","0","1","1"
"5385","17","0","0","0","0"
"5386","18","0","0","1","0"
"5387","19","0","0","0","0"
"5388","20","0","0","1","0"
"5389","21","0","0","1","0"
"5390","22","0","0","0","1"
"5391","23","0","0","0","0"
"5392","24","0","0","0","1"
"5393","25","0","0","1","0"
"5394","26","0","0","1","1"
"5395","27","0","0","1","0"
"5396","28","0","0","1","0"
"5397","29","0","0","1","1"
"5398","30","0","0","0","0"
"5399","31","0","0","0","0"
"5404","36","0","0","1","0"
"5405","37","0","0","0","0"
"5406","38","0","0","1","0"
"5407","39","0","0","0","0"
"5408","40","0","0","0","0"
"5409","41","0","0","0","0"
"5410","42","0","0","0","0"
"5411","43","0","0","0","0"
"5412","44","0","0","0","0"
"5413","45","0","0","0","1"
"5414","46","0","0","0","0"
"5415","47","0","0","1","0"
"5417","49","0","0","0","0"
"5418","50","0","0","0","0"
"5419","51","0","0","0","0"
"5420","52","0","0","0","0"
"5421","53","0","0","0","0"
"5422","54","0","0","0","1"
"5423","55","0","0","0","0"
"5424","56","1","1","0","1"
"5425","57","0","1","0","1"
"5426","58","1","1","0","1"
"5427","59","0","1","0","1"
"5428","60","0","0","1","1"
"5429","61","0","0","1","1"
"5430","62","0","0","0","1"
"5431","63","0","0","0","0"
"5432","64","0","1","0","1"
"5433","65","0","0","0","1"
"5434","66","1","1","0","1"
"5435","67","0","1","0","1"
"5436","68","0","0","0","1"
"5437","69","0","0","1","1"
"5438","70","0","0","1","1"
"5439","71","0","0","0","1"
"5440","72","0","0","0","0"
"5441","73","0","0","1","0"
"5442","74","0","1","1","1"
"5443","75","0","0","0","0"
"5444","76","0","0","0","0"
"5445","77","0","1","0","1"
"5446","78","0","1","0","1"
"5447","79","0","1","0","1"
"5448","80","0","1","0","1"
"5449","81","1","1","1","1"
"5450","82","0","1","0","0"
"5451","83","0","0","1","0"
"5452","84","0","1","1","1"
"5453","85","0","0","0","0"
"5454","86","0","0","1","1"
"5455","87","0","1","0","1"
"5456","88","0","1","1","0"
"5457","89","1","1","1","1"
"5458","90","0","0","1","1"
"5459","91","0","1","0","1"
"5460","92","0","0","1","0"
"5461","93","0","0","1","0"
"5462","94","0","0","0","1"
"5463","95","0","0","1","1"
"5464","96","0","1","0","1"
"5465","97","1","1","1","0"
"5466","98","1","1","0","1"
"5467","99","0","1","1","0"
"5468","100","0","1","1","0"
"5469","101","0","0","1","0"
"5470","102","0","1","1","0"
"5471","103","0","1","1","0"
"5472","104","0","0","1","1"
"5473","105","0","0","0","0"
"5474","106","0","1","0","1"
"5475","107","0","0","1","0"
"5476","108","0","0","1","0"
"5477","109","0","0","1","0"
"5478","110","0","0","1","1"
"5479","111","0","0","1","0"
"5480","112","0","0","1","1"
"5481","113","0","0","1","0"
"5482","114","0","0","1","1"
"5483","115","0","0","0","1"
"5484","116","0","0","0","1"
"5485","117","1","1","1","1"
"5486","118","0","1","1","0"
"5487","119","0","0","1","0"
"5488","120","0","1","1","1"
"5489","121","0","0","1","1"
"5490","122","0","0","0","1"
"5491","123","1","1","0","1"
"5492","124","1","1","0","0"
"5493","125","0","0","0","0"
"5494","126","0","0","0","0"
"5495","127","0","0","0","1"
"5496","128","1","1","0","1"
"5497","129","0","1","1","1"
"5498","130","1","1","1","1"
"5499","131","0","0","1","1"
"5500","132","0","0","1","1"
"5501","133","1","1","0","0"
"5502","134","0","0","0","0"
"5503","135","0","0","1","1"
"5504","136","0","1","1","0"
"5505","137","0","0","1","1"
"5506","138","1","1","0","0"
"5507","139","1","1","0","1"
"5508","140","0","0","0","1"
"5509","141","0","0","0","1"
"5510","142","0","0","0","0"
"5511","143","0","0","0","0"
"5512","144","0","0","0","0"
"5513","145","0","0","0","0"
"5514","146","0","0","0","1"
"5515","147","0","0","0","0"
"5516","148","0","1","1","0"
"5517","149","0","0","0","1"
"5518","150","0","0","0","0"
"5519","151","1","1","1","0"
"5520","152","0","0","1","0"
"5521","153","0","1","1","1"
"5522","154","1","1","1","1"
"5523","155","0","0","1","1"
"5524","156","0","0","0","0"
"5525","157","0","0","1","1"
"5526","158","0","0","0","0"
"5527","159","1","1","0","1"
"5528","160","1","1","1","1"
"5529","161","0","0","0","1"
"5530","162","1","1","1","0"
"5531","163","1","1","0","0"
"5532","164","0","0","0","0"
"5533","165","0","0","1","1"
"5534","166","0","0","1","0"
"5535","167","0","1","0","1"
"5536","168","0","0","1","1"
"5537","169","0","0","0","0"
"5538","170","0","0","0","0"
"5539","171","0","1","1","0"
"5540","172","0","0","0","1"
"5541","173","0","0","0","1"
"5542","174","1","1","0","1"
"5543","175","0","0","1","0"
"5544","176","1","1","1","0"
"5545","177","0","0","1","1"
"5546","178","0","1","1","1"
"5547","179","0","0","1","0"
"5548","180","0","0","1","0"
"5549","181","1","1","0","1"
"5550","182","0","0","0","0"
"5551","183","0","0","1","1"
"5552","184","0","0","0","0"
"5553","185","0","1","1","0"
"5554","186","0","0","0","1"
"5555","187","0","0","0","0"
"5556","188","0","0","1","0"
"5557","189","0","0","1","1"
"5558","190","0","0","0","0"
"5562","194","0","0","0","0"
"5563","195","0","1","0","1"
"5564","196","0","0","0","0"
"5565","197","0","0","1","0"
"5566","198","0","0","0","1"
"5567","199","0","0","0","1"
"5568","200","0","0","0","0"
"5569","201","0","0","0","1"
"5570","202","0","0","0","1"
"5571","203","0","1","1","1"
"5572","204","0","0","1","1"
"5573","205","0","1","1","0"
"5574","206","0","0","0","1"
"5575","207","0","0","0","0"
"5576","208","0","0","1","0"
"5577","209","0","0","0","1"
"5578","210","0","0","0","0"
"5579","211","0","0","1","0"
"5580","212","0","0","0","1"
"5581","213","0","1","0","1"
"5582","214","0","1","1","0"
"5583","215","0","0","0","0"
"5584","216","0","0","1","0"
"5585","217","0","0","1","0"
"5586","218","0","0","1","1"
"5587","219","0","0","1","0"
"5588","220","0","0","0","1"
"5589","221","0","0","1","1"
"5590","222","1","1","1","1"
"5591","223","0","0","1","1"
"5592","224","0","0","1","0"
"5593","225","0","0","1","1"
"5594","226","0","0","1","1"
"5595","227","1","1","0","1"
"5596","228","0","0","1","0"
"5597","229","0","1","1","1"
"5598","230","0","0","1","0"
"5599","231","0","0","1","0"
"5600","232","1","1","1","1"
"5601","233","0","0","1","1"
"5602","234","0","0","1","0"
"5603","235","0","0","0","1"
"5604","236","0","0","0","1"
"5605","237","0","0","0","1"
"5606","238","0","0","0","0"
"5607","239","0","0","1","0"
"5608","240","0","0","1","0"
"5609","241","0","0","0","0"
"5610","242","0","0","0","0"
"5611","243","0","0","0","0"
"5612","244","0","0","1","1"
"5613","245","0","0","1","0"
"5614","246","0","0","0","0"
"5615","247","0","0","0","1"
"5616","248","0","0","1","1"
"5617","249","0","0","0","1"
"5618","250","0","0","1","1"
"5619","251","0","0","0","1"
"5620","252","0","0","1","0"
"5621","253","0","0","0","0"
"5622","254","0","0","1","0"
"5623","255","0","0","0","1"
"5624","256","0","0","1","0"
"5625","257","0","1","0","1"
"5626","258","0","0","1","0"
"5627","259","0","0","1","1"
"5628","260","0","0","0","1"
"5629","261","0","0","0","1"
"5630","262","0","0","0","0"
"5631","263","0","0","1","0"
"5632","264","0","0","0","1"
"5633","265","0","0","1","0"
"5634","266","0","0","1","1"
"5635","267","0","0","0","1"
"5636","268","0","0","1","0"
"5637","269","0","0","0","1"
"5638","270","0","1","1","1"
"5639","271","0","0","1","1"
"5640","272","0","0","1","0"
"5641","273","0","0","0","1"
"5642","274","0","0","0","1"
"5645","277","0","0","1","1"
"5646","278","0","0","0","1"
"5647","279","0","0","0","0"
"5650","282","0","0","0","1"
"5651","283","0","0","0","0"
"5652","284","0","0","1","1"
"5653","285","0","0","1","0"
"5654","286","0","0","1","1"
"5655","287","0","0","0","0"
"5656","288","0","0","1","0"
"5657","289","0","0","0","0"
"5658","290","0","0","0","0"
"5660","292","0","0","1","0"
"5661","293","0","0","0","0"
"5662","294","0","0","0","0"
"5663","295","0","0","1","0"
"5664","296","0","0","0","0"
"5665","297","0","0","0","0"
"5666","298","0","0","0","0"
"5667","299","1","1","1","1"
"5668","300","0","0","0","0"
"5669","301","0","0","1","0"
"5670","302","0","0","1","0"
"5671","303","0","0","1","0"
"5672","304","0","0","1","0"
"5673","305","1","1","1","0"
"5674","306","0","0","0","0"
"5675","307","0","0","0","1"
"5676","308","0","0","1","0"
"5677","309","0","1","1","0"
"5678","310","0","1","0","0"
"5679","311","0","0","0","1"
"5680","312","0","0","1","1"
"5681","313","0","0","0","1"
"5682","314","0","0","1","0"
"5683","315","0","0","0","1"
"5684","316","0","0","0","1"
"5685","317","0","0","0","1"
"5686","318","0","0","1","1"
"5687","319","0","0","1","0"
"5688","320","0","0","1","1"
"5689","321","0","0","1","0"
"5690","322","0","0","1","0"
"5691","323","0","0","0","0"
"5692","324","0","0","1","0"
"5693","325","0","0","1","0"
"5694","326","0","0","0","1"
"5695","327","0","0","0","0"
"5696","328","0","0","0","0"
"5697","329","1","1","1","0"
"5698","330","0","0","0","0"
"5699","331","0","1","1","0"
"5700","332","0","0","1","0"
"5701","333","1","1","0","0"
"5702","334","0","0","1","0"
"5703","335","0","0","0","0"
"5704","336","0","0","0","0"
"5705","337","0","1","1","0"
"5706","338","0","0","1","0"
"5707","339","0","0","0","0"
"5708","340","0","1","1","0"
"5709","341","0","0","1","1"
"5710","342","0","0","1","1"
"5711","343","0","0","0","0"
"5712","344","1","1","1","0"
"5713","345","0","0","0","1"
"5714","346","0","0","0","1"
"5715","347","0","0","1","0"
"5716","348","0","0","0","0"
"5717","349","0","0","1","0"
"5718","350","0","0","0","0"
"5719","351","0","0","0","1"
"5720","352","0","0","0","1"
"5721","353","0","0","0","0"
"5722","354","1","1","0","0"
"5723","355","0","0","1","0"
"5724","356","0","0","0","0"
"5725","1","0","0","1","0"
"5727","3","0","0","1","0"
"5728","4","0","0","0","0"
"5729","5","0","0","1","1"
"5730","6","0","0","0","0"
"5731","7","0","0","0","1"
"5732","8","0","0","0","0"
"5733","9","0","0","0","0"
"5734","10","0","0","0","0"
"5735","11","0","0","1","1"
"5736","12","0","0","0","1"
"5737","13","0","0","0","1"
"5738","14","1","1","0","1"
"5739","15","0","0","0","1"
"5740","16","0","0","1","1"
"5741","17","0","0","0","1"
"5742","18","0","0","0","1"
"5743","19","0","0","1","0"
"5744","20","0","0","0","0"
"5746","22","0","0","0","0"
"5748","24","0","0","0","0"
"5749","25","0","0","1","1"
"5750","26","0","0","0","1"
"5751","27","1","1","0","1"
"5752","28","0","0","1","1"
"5753","29","0","0","0","1"
"5754","30","0","0","0","1"
"5755","31","0","0","0","1"
"5756","32","0","0","0","0"
"5757","33","0","0","1","1"
"5758","34","0","0","0","1"
"5759","35","0","1","1","1"
"5760","36","0","0","0","0"
"5761","37","0","0","1","0"
"5762","38","0","1","0","1"
"5763","39","0","0","0","1"
"5764","40","0","0","0","0"
"5765","41","0","1","1","1"
"5766","42","0","1","0","1"
"5767","43","0","0","0","0"
"5769","45","0","0","0","1"
"5770","46","0","0","0","0"
"5771","47","0","0","0","0"
"5772","48","0","0","0","0"
"5773","49","0","1","0","1"
"5774","50","0","0","0","1"
"5775","51","0","0","0","1"
"5776","52","0","0","0","0"
"5777","53","0","0","1","0"
"5778","54","0","0","0","1"
"5779","55","1","1","0","1"
"5780","56","0","0","1","1"
"5781","57","0","1","1","0"
"5782","58","0","0","1","0"
"5783","59","0","0","1","0"
"5784","60","0","0","1","1"
"5785","61","0","0","1","1"
"5786","62","0","0","0","0"
"5787","63","0","0","1","1"
"5788","64","0","0","0","1"
"5789","65","1","1","0","1"
"5790","66","0","0","0","1"
"5791","67","1","1","0","1"
"5792","68","0","0","0","1"
"5793","69","0","0","1","0"
"5794","70","0","0","0","1"
"5795","71","0","0","0","0"
"5796","72","0","0","1","1"
"5797","73","0","0","0","0"
"5798","74","0","0","1","0"
"5799","75","0","0","0","0"
"5800","76","0","0","0","1"
"5801","77","0","0","0","1"
"5802","78","0","0","1","1"
"5803","79","0","0","1","0"
"5804","80","0","0","1","0"
"5805","81","1","1","0","1"
"5806","82","0","0","0","0"
"5807","83","0","1","1","1"
"5808","84","0","0","0","0"
"5809","85","0","0","0","1"
"5810","86","1","1","0","1"
"5811","87","0","0","0","1"
"5812","88","0","0","0","0"
"5813","89","0","0","1","1"
"5814","90","0","0","1","1"
"5815","91","0","0","0","0"
"5816","92","0","0","0","0"
"5817","93","0","0","0","0"
"5818","94","0","0","1","0"
"5819","95","0","0","0","0"
"5820","96","0","0","1","0"
"5821","97","0","0","1","0"
"5822","98","0","0","0","0"
"5823","99","1","1","0","0"
"5824","100","0","0","1","0"
"5825","101","0","0","0","1"
"5826","102","0","0","0","1"
"5827","103","0","0","0","1"
"5828","104","0","0","1","0"
"5829","105","0","0","1","1"
"5830","106","0","0","1","0"
"5831","107","1","1","1","0"
"5832","108","0","0","1","1"
"5833","109","0","1","0","0"
"5834","110","0","0","1","1"
"5835","111","0","0","1","1"
"5836","112","0","0","1","1"
"5837","113","0","1","1","0"
"5838","114","0","0","1","0"
"5839","115","1","1","1","0"
"5840","116","1","1","0","0"
"5841","117","0","0","0","1"
"5842","118","1","1","0","0"
"5843","119","1","1","1","0"
"5844","120","0","0","0","1"
"5845","121","0","0","0","1"
"5846","122","0","0","0","0"
"5847","123","1","1","0","0"
"5848","124","0","0","0","1"
"5849","125","0","1","1","0"
"5850","126","0","0","0","1"
"5851","127","0","0","1","1"
"5852","128","0","0","1","0"
"5853","129","0","0","1","0"
"5854","130","1","1","1","0"
"5855","131","1","1","1","0"
"5856","132","0","0","0","1"
"5857","133","1","1","0","1"
"5858","134","0","0","0","1"
"5859","135","0","0","0","0"
"5860","136","0","1","1","0"
"5861","137","0","0","1","1"
"5862","138","0","1","0","0"
"5863","139","0","1","1","0"
"5864","140","1","1","1","1"
"5865","141","1","1","1","1"
"5866","142","0","1","0","1"
"5867","143","0","0","0","0"
"5868","144","0","0","0","0"
"5869","145","0","0","0","0"
"5871","147","0","0","0","0"
"5872","148","0","0","0","1"
"5873","149","0","0","0","1"
"5874","150","0","0","0","0"
"5875","151","0","1","0","1"
"5876","152","0","0","0","0"
"5877","153","0","0","0","0"
"5878","154","0","0","0","0"
"5879","155","0","0","0","0"
"5880","156","0","0","1","1"
"5881","157","0","1","1","0"
"5882","158","0","0","1","1"
"5883","159","0","0","0","0"
"5884","160","1","1","1","1"
"5885","161","0","0","0","1"
"5886","162","0","0","0","1"
"5887","163","0","0","0","1"
"5888","164","0","0","0","0"
"5889","165","0","0","0","1"
"5890","166","0","0","1","0"
"5891","167","0","0","1","0"
"5892","168","0","0","0","1"
"5893","169","0","0","0","0"
"5896","172","0","0","0","1"
"5897","173","0","0","0","0"
"5898","174","0","0","0","0"
"5899","175","0","0","0","1"
"5900","176","0","0","1","1"
"5901","177","0","0","0","0"
"5902","178","0","0","1","0"
"5903","179","0","0","0","0"
"5904","180","0","0","0","1"
"5905","181","0","0","1","0"
"5906","182","0","0","1","0"
"5907","183","0","0","0","0"
"5908","184","0","0","1","0"
"5909","185","0","0","1","0"
"5910","186","0","0","0","0"
"5911","187","0","0","1","1"
"5912","188","0","0","0","1"
"5917","193","0","0","0","1"
"5918","194","0","0","1","1"
"5919","195","0","0","0","0"
"5920","196","0","0","0","0"
"5925","201","0","1","0","1"
"5926","202","0","0","0","0"
"5927","203","0","0","0","1"
"5928","204","0","0","0","0"
"5929","205","0","1","0","1"
"5930","206","0","0","0","1"
"5931","207","0","0","0","0"
"5933","209","0","0","0","0"
"5934","210","0","0","0","0"
"5935","211","0","0","0","1"
"5936","212","0","0","0","1"
"5937","213","0","0","0","0"
"5938","214","1","1","1","1"
"5939","215","0","0","0","0"
"5940","216","0","0","1","0"
"5941","217","0","0","0","1"
"5943","219","0","0","1","0"
"5944","220","0","0","0","1"
"5945","221","0","0","0","0"
"5946","222","0","0","0","0"
"5947","223","0","0","0","0"
"5948","224","0","0","1","1"
"5949","225","0","0","0","0"
"5950","226","0","0","0","1"
"5951","227","0","0","0","1"
"5952","228","0","0","0","1"
"5953","229","0","0","0","1"
"5954","230","0","0","0","1"
"5959","235","0","0","0","1"
"5960","236","0","0","0","1"
"5961","237","1","1","0","1"
"5962","238","0","0","0","0"
"5963","239","0","0","0","1"
"5964","240","0","0","0","1"
"5965","241","0","0","0","0"
"5966","242","0","0","0","1"
"5967","243","0","0","0","1"
"5968","244","0","0","0","0"
"5969","245","0","0","0","1"
"5970","246","0","0","0","0"
"5971","247","0","0","0","0"
"5972","248","0","0","0","0"
"5975","251","0","0","0","0"
"5976","252","0","0","0","0"
"5977","253","0","0","0","0"
"5978","254","0","0","0","0"
"5979","255","0","0","0","0"
"5980","256","0","0","0","0"
"5981","257","0","0","0","0"
"5982","258","0","0","0","1"
"5983","259","0","0","0","0"
"5984","260","0","0","0","1"
"5985","261","0","0","0","0"
"5986","262","0","0","0","1"
"5987","263","0","0","1","0"
"5988","264","0","0","0","1"
"5989","265","0","0","0","0"
"5990","266","0","0","0","0"
"5991","267","0","0","0","1"
"5992","268","0","0","0","0"
"5993","269","1","1","0","1"
"5994","270","1","1","0","1"
"5995","271","0","0","0","0"
"5996","272","1","1","1","1"
"5997","273","0","0","0","1"
"5998","274","0","0","0","1"
"5999","275","1","1","1","0"
"6000","276","0","0","1","0"
"6001","277","0","1","1","0"
"6002","278","0","1","1","0"
"6003","279","0","0","0","1"
"6004","280","1","1","0","1"
"6005","281","0","0","0","1"
"6006","282","1","1","0","1"
"6007","283","0","0","0","0"
"6008","284","0","0","0","1"
"6009","285","0","0","1","0"
"6010","286","0","0","1","0"
"6011","287","0","0","0","1"
"6012","288","0","1","1","1"
"6013","289","0","1","0","1"
"6014","290","0","0","1","0"
"6015","291","0","0","0","0"
"6016","292","0","1","1","0"
"6017","293","0","0","1","0"
"6018","294","0","0","0","0"
"6019","295","0","1","1","0"
"6020","296","0","0","0","0"
"6021","297","0","0","1","1"
"6022","298","0","0","1","0"
"6023","299","1","1","0","0"
"6024","300","0","0","0","1"
"6025","301","0","0","0","0"
"6026","302","0","0","0","0"
"6027","303","0","1","1","0"
"6028","304","1","1","1","0"
"6030","306","0","0","1","0"
"6031","307","0","0","1","1"
"6032","308","1","1","0","1"
"6033","309","1","1","1","0"
"6034","310","1","1","1","0"
"6035","311","1","1","1","0"
"6036","312","1","1","1","0"
"6037","313","0","1","0","0"
"6038","314","0","0","0","0"
"6039","315","0","0","0","0"
"6040","316","0","0","1","0"
"6041","317","0","0","1","0"
"6042","318","0","0","0","0"
"6043","319","0","0","0","0"
"6044","320","0","0","0","1"
"6045","321","0","0","0","1"
"6046","322","0","0","1","0"
"6047","323","0","0","1","0"
"6048","324","0","0","1","0"
"6049","325","0","0","1","1"
"6050","326","0","0","1","1"
"6051","327","0","0","1","1"
"6052","328","1","1","1","0"
"6053","329","0","0","0","1"
"6054","330","1","1","0","1"
"6055","331","1","1","0","1"
"6056","332","0","0","0","1"
"6057","333","0","1","0","1"
"6058","334","1","1","1","0"
"6059","335","0","1","0","1"
"6060","336","0","1","0","0"
"6061","337","0","1","0","0"
"6062","338","0","1","1","1"
"6063","339","0","1","1","0"
"6064","340","0","1","1","0"
"6065","341","0","0","1","1"
"6066","342","0","1","1","0"
"6067","343","0","0","0","1"
"6068","344","0","0","0","0"
"6069","345","1","1","1","0"
"6070","346","0","0","0","1"
"6071","347","0","0","0","1"
"6072","348","0","1","0","1"
"6073","349","0","1","1","0"
"6074","350","0","0","0","0"
"6075","351","0","1","1","0"
"6076","352","0","1","1","0"
"6077","353","0","0","0","0"
"6078","354","0","1","1","1"
"6079","355","1","1","1","0"
"6080","356","0","0","1","0"
"6081","357","1","1","0","1"
"6082","358","1","1","1","0"
"6083","359","0","0","0","0"
"6084","360","0","0","0","0"
"6085","1","0","0","1","0"
"6086","2","0","0","1","0"
"6087","3","0","0","0","0"
"6088","4","0","1","0","1"
"6089","5","0","0","0","1"
"6090","6","0","0","1","1"
"6091","7","0","0","0","0"
"6092","8","1","1","0","1"
"6093","9","0","0","1","0"
"6094","10","0","0","1","0"
"6095","11","0","0","0","0"
"6096","12","0","0","0","0"
"6097","13","0","0","1","1"
"6098","14","0","0","0","1"
"6099","15","0","0","1","1"
"6100","16","0","0","1","1"
"6101","17","0","0","1","1"
"6102","18","1","1","1","1"
"6103","19","0","0","0","0"
"6104","20","0","0","0","0"
"6105","21","0","0","1","0"
"6106","22","0","0","0","0"
"6107","23","0","0","0","1"
"6108","24","0","0","1","0"
"6109","25","0","0","1","0"
"6110","26","0","0","1","1"
"6111","27","0","0","0","1"
"6112","28","0","0","0","1"
"6113","29","0","0","0","0"
"6114","30","0","1","0","1"
"6115","31","0","0","1","1"
"6116","32","0","0","0","1"
"6117","33","0","0","1","1"
"6118","34","0","0","0","1"
"6119","35","0","0","0","1"
"6120","36","0","0","0","1"
"6121","37","0","0","0","1"
"6122","38","0","0","0","0"
"6123","39","0","0","1","1"
"6124","40","0","0","0","0"
"6125","41","0","0","0","0"
"6126","42","0","0","1","1"
"6127","43","0","0","0","1"
"6128","44","0","1","1","0"
"6130","46","0","0","1","0"
"6131","47","0","0","0","0"
"6132","48","0","0","1","0"
"6133","49","0","0","1","0"
"6134","50","0","0","1","0"
"6135","51","0","0","1","0"
"6136","52","0","0","1","0"
"6137","53","0","1","1","1"
"6138","54","0","1","1","1"
"6139","55","0","0","1","1"
"6140","56","0","0","1","1"
"6141","57","0","0","0","0"
